job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB06733,Quality Control Inspector,Coca-Cola Cambodia,Manufacturing,Phnom Penh,Part-time,Entry Level,346,899,"Python, English, Communication",English,None,2025-09-16,True,We are seeking a talented Quality Control Inspector to join Coca-Cola Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06734,Chef,Sofitel Phnom Penh Phokeethra,Hospitality/Tourism,Kampong Cham,Contract,Mid Level,563,2141,"Adobe Photoshop, JavaScript, Java, Excel, Leadership, HTML/CSS",Khmer,None,2025-10-06,False,We are seeking a talented Chef to join Sofitel Phnom Penh Phokeethra. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06735,DevOps Engineer,Pi Pay,IT/Software,Kampong Cham,Part-time,Entry Level,312,568,"Problem Solving, Chinese, Adobe Photoshop, Adobe Illustrator, Accounting, Teamwork","Khmer, English, Chinese",High School,2025-12-08,True,We are seeking a talented DevOps Engineer to join Pi Pay. This position offers competitive salary and benefits in IT/Software.
JOB06736,Branch Manager,ABA Bank,Banking/Finance,Phnom Penh,Full-time,Mid Level,638,1299,"SQL, Excel, Microsoft Office, Social Media","Khmer, English, Chinese",High School,2025-10-01,True,We are seeking a talented Branch Manager to join ABA Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB06737,Field Officer,Plan International Cambodia,NGO/Non-Profit,Kampong Chhnang,Contract,Executive,3439,8012,"Accounting, Communication, SQL, React, HTML/CSS, PHP",Khmer,Master,2025-08-30,False,We are seeking a talented Field Officer to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06738,Accountant,Cambodian Securities Exchange,Banking/Finance,Siem Reap,Internship,Entry Level,247,682,"JavaScript, Python, PowerPoint, Khmer",Khmer,Diploma,2025-11-03,True,We are seeking a talented Accountant to join Cambodian Securities Exchange. This position offers competitive salary and benefits in Banking/Finance.
JOB06739,Bank Teller,Maybank Cambodia,Banking/Finance,Takeo,Internship,Senior,1294,3402,"Excel, Java, Leadership, React, Python","Khmer, English",Master,2025-08-19,False,We are seeking a talented Bank Teller to join Maybank Cambodia. This position offers competitive salary and benefits in Banking/Finance.
JOB06740,Data Analyst,Wing (Cambodia) Limited Specialised Bank,IT/Software,Takeo,Contract,Entry Level,312,966,"JavaScript, Khmer, PowerPoint","Khmer, English",Diploma,2025-08-15,False,We are seeking a talented Data Analyst to join Wing (Cambodia) Limited Specialised Bank. This position offers competitive salary and benefits in IT/Software.
JOB06741,Digital Marketing Specialist,Khmer24,E-commerce,Kampong Cham,Part-time,Entry Level,338,566,"Accounting, Excel, Microsoft Office","Khmer, English, French",PhD,2025-11-25,False,We are seeking a talented Digital Marketing Specialist to join Khmer24. This position offers competitive salary and benefits in E-commerce.
JOB06742,Health Administrator,Royal Phnom Penh Hospital,Healthcare,Kampong Thom,Part-time,Executive,2582,6033,"Excel, Microsoft Office, Chinese, SEO, Adobe Illustrator, Leadership",English,Diploma,2025-09-24,False,We are seeking a talented Health Administrator to join Royal Phnom Penh Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06743,Dispatcher,Lanmei Airlines,Transportation,Kampong Thom,Full-time,Entry Level,230,885,"SQL, Node.js, Python","Khmer, English",Bachelor,2025-10-16,True,We are seeking a talented Dispatcher to join Lanmei Airlines. This position offers competitive salary and benefits in Transportation.
JOB06744,Driver,Cambodia Post,Transportation,Phnom Penh,Part-time,Senior,1187,3641,"Social Media, Microsoft Office, French, Digital Marketing",English,High School,2025-10-13,True,We are seeking a talented Driver to join Cambodia Post. This position offers competitive salary and benefits in Transportation.
JOB06745,Safety Officer,Thai Boon Roong,Construction,Kampong Speu,Part-time,Executive,3397,8090,"English, Python, Khmer, Microsoft Office, SQL, HTML/CSS","Khmer, English, Chinese",Master,2025-11-20,True,We are seeking a talented Safety Officer to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06746,Agricultural Technician,Soma Group,Agriculture,Kampong Chhnang,Part-time,Entry Level,381,1108,"Chinese, PowerPoint, Social Media, Photography, Problem Solving",English,High School,2025-12-04,False,We are seeking a talented Agricultural Technician to join Soma Group. This position offers competitive salary and benefits in Agriculture.
JOB06747,Financial Analyst,Maybank Cambodia,Banking/Finance,Siem Reap,Internship,Mid Level,599,2289,"Driving License, Customer Service, Teamwork, Social Media","Khmer, English",None,2025-10-04,True,We are seeking a talented Financial Analyst to join Maybank Cambodia. This position offers competitive salary and benefits in Banking/Finance.
JOB06748,School Administrator,Zaman University,Education,Sihanoukville,Part-time,Mid Level,647,1988,"Accounting, Social Media, Excel, Driving License, Python",English,Bachelor,2025-10-13,True,We are seeking a talented School Administrator to join Zaman University. This position offers competitive salary and benefits in Education.
JOB06749,Factory Worker,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Battambang,Part-time,Senior,1857,4386,"JavaScript, English, Customer Service, Adobe Illustrator, SEO","Khmer, English",PhD,2025-09-24,False,We are seeking a talented Factory Worker to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06750,Radiologist,Naga Clinic,Healthcare,Kampong Chhnang,Part-time,Senior,1041,3973,"Video Editing, Communication, Problem Solving",English,High School,2025-10-21,True,We are seeking a talented Radiologist to join Naga Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06751,Real Estate Agent,Khmer Real Estate,Real Estate,Prey Veng,Contract,Entry Level,220,638,"French, Chinese, Customer Service, Excel, Node.js",English,Diploma,2025-09-03,False,We are seeking a talented Real Estate Agent to join Khmer Real Estate. This position offers competitive salary and benefits in Real Estate.
JOB06752,Accountant,PPF Bank,Banking/Finance,Kampong Thom,Contract,Entry Level,380,736,"HTML/CSS, Microsoft Office, Adobe Illustrator, Driving License, French, Java","Khmer, English, French",Diploma,2025-11-10,True,We are seeking a talented Accountant to join PPF Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB06753,Visual Merchandiser,Lucky Supermarket,Retail,Kampong Thom,Contract,Executive,2118,7319,"Problem Solving, Excel, Time Management, Teamwork, Adobe Photoshop",English,PhD,2025-08-28,False,We are seeking a talented Visual Merchandiser to join Lucky Supermarket. This position offers competitive salary and benefits in Retail.
JOB06754,Customer Service Representative,Lucky Supermarket,Retail,Siem Reap,Contract,Entry Level,245,785,"Python, Digital Marketing, Accounting, Driving License, English, Microsoft Office",Khmer,Diploma,2025-10-31,True,We are seeking a talented Customer Service Representative to join Lucky Supermarket. This position offers competitive salary and benefits in Retail.
JOB06755,Factory Worker,Pou Chen Group Cambodia,Manufacturing,Battambang,Contract,Senior,1662,3432,"Photography, Social Media, Accounting, French, Teamwork, Adobe Illustrator","Khmer, English",Master,2025-08-30,True,We are seeking a talented Factory Worker to join Pou Chen Group Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06756,Agricultural Technician,Cambodia Rice Federation,Agriculture,Prey Veng,Contract,Mid Level,806,1935,"Excel, SEO, Video Editing, PowerPoint, Customer Service, Chinese",Khmer,PhD,2025-11-28,True,We are seeking a talented Agricultural Technician to join Cambodia Rice Federation. This position offers competitive salary and benefits in Agriculture.
JOB06757,Lab Technician,Naga Clinic,Healthcare,Kampong Thom,Part-time,Entry Level,152,812,"HTML/CSS, Video Editing, PHP, English, Photography","Khmer, English, Chinese",Bachelor,2025-11-09,True,We are seeking a talented Lab Technician to join Naga Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06758,Leasing Officer,Chip Mong Land,Real Estate,Sihanoukville,Contract,Executive,2662,9590,"French, Khmer, Time Management, SEO, Leadership","Khmer, English, French",Bachelor,2025-12-02,True,We are seeking a talented Leasing Officer to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
JOB06759,Academic Coordinator,International School of Phnom Penh,Education,Takeo,Contract,Entry Level,215,800,"Social Media, Excel, Leadership, Node.js, SQL",English,High School,2025-10-26,True,We are seeking a talented Academic Coordinator to join International School of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB06760,Content Writer,CNC (Cambodian News Channel),Media/Advertising,Kampong Speu,Full-time,Mid Level,813,1990,"HTML/CSS, Java, English, PHP",Khmer,PhD,2025-11-07,False,We are seeking a talented Content Writer to join CNC (Cambodian News Channel). This position offers competitive salary and benefits in Media/Advertising.
JOB06761,Financial Analyst,FTB Bank,Banking/Finance,Takeo,Contract,Executive,3159,7310,"Accounting, Social Media, Adobe Illustrator, Video Editing","Khmer, English",PhD,2025-10-24,True,We are seeking a talented Financial Analyst to join FTB Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB06762,Site Engineer,Thai Boon Roong,Construction,Phnom Penh,Contract,Senior,1925,3400,"Teamwork, Accounting, French",Khmer,PhD,2025-10-08,True,We are seeking a talented Site Engineer to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06763,Delivery Driver,WownowKh,E-commerce,Takeo,Part-time,Senior,1959,4140,"Teamwork, SQL, Adobe Illustrator, Node.js","Khmer, English, Chinese",PhD,2025-08-12,False,We are seeking a talented Delivery Driver to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB06764,Accountant,Maybank Cambodia,Banking/Finance,Battambang,Part-time,Executive,2186,6546,"Khmer, Digital Marketing, Microsoft Office, Communication, Adobe Photoshop",English,PhD,2025-10-21,True,We are seeking a talented Accountant to join Maybank Cambodia. This position offers competitive salary and benefits in Banking/Finance.
JOB06765,Real Estate Agent,Borey Peng Huoth,Real Estate,Kampong Speu,Full-time,Senior,1616,2855,"Chinese, Accounting, Digital Marketing, Teamwork, Adobe Photoshop, Microsoft Office",Khmer,PhD,2025-11-11,True,We are seeking a talented Real Estate Agent to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB06766,Logistics Manager,Grab Cambodia,Transportation,Siem Reap,Full-time,Senior,1144,2634,"SQL, PHP, PowerPoint, Adobe Illustrator, Customer Service, Chinese","Khmer, English",Master,2025-10-31,True,We are seeking a talented Logistics Manager to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06767,Field Officer,UNICEF Cambodia,NGO/Non-Profit,Phnom Penh,Contract,Executive,2422,8472,"Data Analysis, Problem Solving, Photography, JavaScript, Adobe Illustrator, Khmer",English,Master,2025-10-10,True,We are seeking a talented Field Officer to join UNICEF Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06768,Production Supervisor,Pou Chen Group Cambodia,Manufacturing,Siem Reap,Full-time,Entry Level,329,836,"PowerPoint, French, Khmer",English,High School,2025-11-14,False,We are seeking a talented Production Supervisor to join Pou Chen Group Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06769,Project Coordinator,Kantha Bopha Foundation,NGO/Non-Profit,Kampong Thom,Internship,Mid Level,971,1610,"Adobe Photoshop, PHP, Microsoft Office, Time Management, Digital Marketing","Khmer, English, Chinese",High School,2025-08-17,True,We are seeking a talented Project Coordinator to join Kantha Bopha Foundation. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06770,M&E Officer,UNICEF Cambodia,NGO/Non-Profit,Kampong Speu,Internship,Mid Level,404,2043,"Project Management, PHP, JavaScript, English","Khmer, English",None,2025-10-31,True,We are seeking a talented M&E Officer to join UNICEF Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06771,Leasing Officer,ING City,Real Estate,Siem Reap,Internship,Senior,1769,2817,"Teamwork, Customer Service, Video Editing","Khmer, English",High School,2025-08-14,False,We are seeking a talented Leasing Officer to join ING City. This position offers competitive salary and benefits in Real Estate.
JOB06772,Safety Officer,CITIC Construction,Construction,Sihanoukville,Part-time,Mid Level,758,2382,"PowerPoint, Excel, PHP",English,None,2025-11-25,False,We are seeking a talented Safety Officer to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB06773,Bank Teller,AMK Microfinance,Banking/Finance,Kampong Cham,Full-time,Mid Level,568,2363,"Adobe Illustrator, Python, Chinese, SEO, React","Khmer, English, French",High School,2025-10-29,True,We are seeking a talented Bank Teller to join AMK Microfinance. This position offers competitive salary and benefits in Banking/Finance.
JOB06774,Fleet Coordinator,Lanmei Airlines,Transportation,Siem Reap,Full-time,Entry Level,391,777,"Digital Marketing, Python, French","Khmer, English, French",Diploma,2025-11-25,True,We are seeking a talented Fleet Coordinator to join Lanmei Airlines. This position offers competitive salary and benefits in Transportation.
JOB06775,Project Coordinator,World Vision Cambodia,NGO/Non-Profit,Takeo,Internship,Mid Level,990,2069,"Communication, Photography, Problem Solving, Node.js",English,PhD,2025-10-15,False,We are seeking a talented Project Coordinator to join World Vision Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06776,QA Engineer,Slash,IT/Software,Phnom Penh,Full-time,Mid Level,618,2454,"Excel, PowerPoint, Problem Solving, Project Management, PHP","Khmer, English",None,2025-10-23,True,We are seeking a talented QA Engineer to join Slash. This position offers competitive salary and benefits in IT/Software.
JOB06777,Factory Worker,Bright Sky (Cambodia) Apparel,Manufacturing,Takeo,Internship,Executive,2830,6154,"Data Analysis, SQL, French",Khmer,PhD,2025-09-07,True,We are seeking a talented Factory Worker to join Bright Sky (Cambodia) Apparel. This position offers competitive salary and benefits in Manufacturing.
JOB06778,Construction Worker,Thai Boon Roong,Construction,Siem Reap,Internship,Entry Level,174,891,"Node.js, Problem Solving, Adobe Photoshop, Excel, English",Khmer,High School,2025-10-03,True,We are seeking a talented Construction Worker to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06779,Health Administrator,Khmer-Soviet Friendship Hospital,Healthcare,Phnom Penh,Internship,Mid Level,587,1779,"Photography, Accounting, Problem Solving","Khmer, English, Chinese",Master,2025-10-27,True,We are seeking a talented Health Administrator to join Khmer-Soviet Friendship Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06780,Nurse,Khmer-Soviet Friendship Hospital,Healthcare,Takeo,Internship,Mid Level,494,1752,"Photography, Python, Java, PHP",English,High School,2025-10-09,True,We are seeking a talented Nurse to join Khmer-Soviet Friendship Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06781,Relationship Manager,PPF Bank,Banking/Finance,Kampong Thom,Part-time,Entry Level,289,1132,"React, Node.js, Data Analysis","Khmer, English, French",High School,2025-08-20,True,We are seeking a talented Relationship Manager to join PPF Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB06782,Marketing Manager,The Phnom Penh Post,Media/Advertising,Kampong Chhnang,Full-time,Executive,2181,5488,"Photography, English, Video Editing, PHP","Khmer, English, French",High School,2025-09-29,True,We are seeking a talented Marketing Manager to join The Phnom Penh Post. This position offers competitive salary and benefits in Media/Advertising.
JOB06783,Radiologist,Sunrise Japan Hospital,Healthcare,Siem Reap,Part-time,Entry Level,153,710,"Python, Problem Solving, Digital Marketing",English,Bachelor,2025-11-25,True,We are seeking a talented Radiologist to join Sunrise Japan Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06784,Factory Worker,Pou Chen Group Cambodia,Manufacturing,Kampong Speu,Part-time,Executive,2914,5007,"Python, PHP, Accounting, French","Khmer, English",PhD,2025-11-30,True,We are seeking a talented Factory Worker to join Pou Chen Group Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06785,Chef,Raffles Hotel Le Royal,Hospitality/Tourism,Phnom Penh,Contract,Entry Level,248,698,"Driving License, Communication, SQL","Khmer, English, French",None,2025-11-08,True,We are seeking a talented Chef to join Raffles Hotel Le Royal. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06786,Marketing Manager,CNC (Cambodian News Channel),Media/Advertising,Kampong Thom,Internship,Senior,1575,4761,"Time Management, Leadership, SQL, English","Khmer, English, French",PhD,2025-10-29,False,We are seeking a talented Marketing Manager to join CNC (Cambodian News Channel). This position offers competitive salary and benefits in Media/Advertising.
JOB06787,Admin Assistant,Plan International Cambodia,NGO/Non-Profit,Sihanoukville,Part-time,Mid Level,522,2357,"Microsoft Office, Driving License, Communication",Khmer,Diploma,2025-10-27,False,We are seeking a talented Admin Assistant to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06788,Real Estate Agent,ING City,Real Estate,Takeo,Full-time,Entry Level,189,733,"Video Editing, JavaScript, React, Node.js, English, Project Management",English,None,2025-09-26,True,We are seeking a talented Real Estate Agent to join ING City. This position offers competitive salary and benefits in Real Estate.
JOB06789,Social Media Manager,MYTV,Media/Advertising,Takeo,Contract,Executive,2188,7770,"React, Microsoft Office, Communication, Project Management",Khmer,Bachelor,2025-10-08,True,We are seeking a talented Social Media Manager to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB06790,E-commerce Manager,WownowKh,E-commerce,Kampong Cham,Full-time,Entry Level,215,1195,"Teamwork, JavaScript, Photography, Driving License, French, Adobe Illustrator",English,None,2025-11-29,True,We are seeking a talented E-commerce Manager to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB06791,Production Supervisor,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Phnom Penh,Part-time,Mid Level,849,1939,"Project Management, French, Communication, Chinese, Accounting","Khmer, English",Master,2025-10-10,True,We are seeking a talented Production Supervisor to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06792,Architect,China State Construction Engineering Corporation,Construction,Phnom Penh,Contract,Senior,1632,2647,"French, Driving License, React, Teamwork",Khmer,None,2025-09-11,False,We are seeking a talented Architect to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB06793,Concierge,Osmose Cambodia,Hospitality/Tourism,Phnom Penh,Full-time,Executive,3362,6045,"Time Management, Project Management, HTML/CSS, SEO, Problem Solving, Java",English,Master,2025-11-20,False,We are seeking a talented Concierge to join Osmose Cambodia. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06794,Project Coordinator,Plan International Cambodia,NGO/Non-Profit,Kampong Thom,Part-time,Executive,2099,9618,"Time Management, Accounting, Communication, Python",English,Master,2025-09-24,True,We are seeking a talented Project Coordinator to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06795,Project Coordinator,Kantha Bopha Foundation,NGO/Non-Profit,Kampong Speu,Full-time,Mid Level,465,1999,"Video Editing, Photography, Node.js, Teamwork, Problem Solving","Khmer, English, French",Diploma,2025-08-31,True,We are seeking a talented Project Coordinator to join Kantha Bopha Foundation. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06796,Financial Analyst,Cambodian Securities Exchange,Banking/Finance,Kampong Chhnang,Contract,Mid Level,889,2304,"Adobe Illustrator, Time Management, Microsoft Office, Adobe Photoshop","Khmer, English, Chinese",Bachelor,2025-09-06,True,We are seeking a talented Financial Analyst to join Cambodian Securities Exchange. This position offers competitive salary and benefits in Banking/Finance.
JOB06797,Logistics Manager,Sorya Transport,Transportation,Siem Reap,Internship,Senior,1074,4063,"Problem Solving, Leadership, French, HTML/CSS, Video Editing, Node.js","Khmer, English, French",Bachelor,2025-08-31,True,We are seeking a talented Logistics Manager to join Sorya Transport. This position offers competitive salary and benefits in Transportation.
JOB06798,Science Teacher,International School of Phnom Penh,Education,Prey Veng,Contract,Senior,1641,2780,"Problem Solving, Excel, Driving License",English,None,2025-08-16,True,We are seeking a talented Science Teacher to join International School of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB06799,Factory Worker,Worldbridge Garment Manufacturing,Manufacturing,Battambang,Internship,Entry Level,257,1054,"Video Editing, Adobe Photoshop, Project Management, PowerPoint",English,PhD,2025-10-08,True,We are seeking a talented Factory Worker to join Worldbridge Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06800,Project Manager,Thai Boon Roong,Construction,Siem Reap,Part-time,Entry Level,325,707,"Node.js, Python, Problem Solving, Communication",English,Diploma,2025-09-08,True,We are seeking a talented Project Manager to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06801,Graphic Designer,Bayon TV,Media/Advertising,Kampong Cham,Part-time,Entry Level,354,722,"Driving License, Node.js, Chinese","Khmer, English",Diploma,2025-09-26,False,We are seeking a talented Graphic Designer to join Bayon TV. This position offers competitive salary and benefits in Media/Advertising.
JOB06802,Doctor,Sunrise Japan Hospital,Healthcare,Siem Reap,Full-time,Senior,1328,2719,"Excel, Khmer, French, Adobe Illustrator, Problem Solving","Khmer, English, French",Diploma,2025-10-28,True,We are seeking a talented Doctor to join Sunrise Japan Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06803,Agricultural Technician,Confirel Agriculture,Agriculture,Phnom Penh,Full-time,Executive,3396,8485,"PowerPoint, Photography, Time Management, Teamwork",Khmer,High School,2025-09-20,True,We are seeking a talented Agricultural Technician to join Confirel Agriculture. This position offers competitive salary and benefits in Agriculture.
JOB06804,Leasing Officer,Chip Mong Land,Real Estate,Kampong Speu,Part-time,Entry Level,218,888,"Customer Service, Photography, Chinese, JavaScript","Khmer, English, Chinese",Diploma,2025-10-17,True,We are seeking a talented Leasing Officer to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
JOB06805,Fleet Coordinator,Grab Cambodia,Transportation,Kampong Thom,Full-time,Entry Level,314,1147,"Leadership, Java, Khmer, Excel","Khmer, English, French",Diploma,2025-10-25,True,We are seeking a talented Fleet Coordinator to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06806,Architect,China State Construction Engineering Corporation,Construction,Phnom Penh,Internship,Executive,3309,9662,"SEO, Problem Solving, Customer Service","Khmer, English, French",PhD,2025-10-20,True,We are seeking a talented Architect to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB06807,Production Supervisor,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Battambang,Part-time,Executive,2368,7727,"Node.js, Project Management, Khmer, Photography, Driving License, JavaScript","Khmer, English",None,2025-08-16,True,We are seeking a talented Production Supervisor to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06808,Content Writer,MYTV,Media/Advertising,Prey Veng,Contract,Mid Level,594,1769,"JavaScript, French, Khmer, Communication, Chinese, React",Khmer,High School,2025-10-02,True,We are seeking a talented Content Writer to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB06809,Maintenance Technician,Cambodia Brewery Limited,Manufacturing,Sihanoukville,Internship,Senior,1601,4868,"Leadership, Microsoft Office, React, Adobe Photoshop",English,High School,2025-09-23,True,We are seeking a talented Maintenance Technician to join Cambodia Brewery Limited. This position offers competitive salary and benefits in Manufacturing.
JOB06810,Sales Representative,Angkor Kasekam Roongroeung,Agriculture,Phnom Penh,Internship,Senior,1267,3235,"Adobe Photoshop, Adobe Illustrator, Microsoft Office, React","Khmer, English, French",Diploma,2025-12-09,True,We are seeking a talented Sales Representative to join Angkor Kasekam Roongroeung. This position offers competitive salary and benefits in Agriculture.
JOB06811,Dispatcher,Cambodia Angkor Air,Transportation,Kampong Speu,Part-time,Senior,1108,3557,"French, Time Management, Social Media, Project Management, JavaScript, Microsoft Office","Khmer, English, Chinese",Diploma,2025-11-20,True,We are seeking a talented Dispatcher to join Cambodia Angkor Air. This position offers competitive salary and benefits in Transportation.
JOB06812,Leasing Officer,AEON Mall,Real Estate,Kampong Chhnang,Full-time,Senior,1524,2886,"Communication, PHP, Khmer, React","Khmer, English, French",None,2025-12-04,True,We are seeking a talented Leasing Officer to join AEON Mall. This position offers competitive salary and benefits in Real Estate.
JOB06813,Field Supervisor,Angkor Kasekam Roongroeung,Agriculture,Kampong Cham,Contract,Entry Level,383,939,"Video Editing, Digital Marketing, Teamwork, PHP, JavaScript","Khmer, English",Master,2025-09-18,True,We are seeking a talented Field Supervisor to join Angkor Kasekam Roongroeung. This position offers competitive salary and benefits in Agriculture.
JOB06814,Driver,PassApp Taxi,Transportation,Siem Reap,Internship,Mid Level,780,1454,"Digital Marketing, Customer Service, Chinese, French",English,None,2025-11-29,True,We are seeking a talented Driver to join PassApp Taxi. This position offers competitive salary and benefits in Transportation.
JOB06815,Inventory Coordinator,Sorya Shopping Centre,Retail,Kampong Thom,Contract,Mid Level,432,2254,"Data Analysis, Social Media, Adobe Photoshop, Python, Project Management",Khmer,PhD,2025-11-28,True,We are seeking a talented Inventory Coordinator to join Sorya Shopping Centre. This position offers competitive salary and benefits in Retail.
JOB06816,Architect,Muhibbah Engineering,Construction,Prey Veng,Internship,Senior,1809,3516,"Customer Service, French, Communication","Khmer, English",High School,2025-09-27,False,We are seeking a talented Architect to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB06817,Data Analyst,Smart Axiata,IT/Software,Phnom Penh,Part-time,Executive,2458,9160,"Teamwork, Chinese, Node.js, Customer Service","Khmer, English",Master,2025-09-28,True,We are seeking a talented Data Analyst to join Smart Axiata. This position offers competitive salary and benefits in IT/Software.
JOB06818,Production Manager,Coca-Cola Cambodia,Manufacturing,Kampong Thom,Part-time,Mid Level,571,1549,"Data Analysis, PHP, SQL",Khmer,PhD,2025-08-17,False,We are seeking a talented Production Manager to join Coca-Cola Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06819,Field Supervisor,Confirel Agriculture,Agriculture,Battambang,Full-time,Senior,1521,3142,"JavaScript, Customer Service, Excel, English, Adobe Photoshop, Social Media","Khmer, English",Master,2025-10-09,True,We are seeking a talented Field Supervisor to join Confirel Agriculture. This position offers competitive salary and benefits in Agriculture.
JOB06820,Customer Support Specialist,Cambodia Post E-commerce,E-commerce,Kampong Cham,Full-time,Executive,2373,5621,"French, JavaScript, PowerPoint, Excel","Khmer, English, French",None,2025-10-26,True,We are seeking a talented Customer Support Specialist to join Cambodia Post E-commerce. This position offers competitive salary and benefits in E-commerce.
JOB06821,Farm Manager,Angkor Kasekam Roongroeung,Agriculture,Kampong Chhnang,Full-time,Executive,2682,7743,"English, Video Editing, Node.js, Photography","Khmer, English, French",Bachelor,2025-10-04,True,We are seeking a talented Farm Manager to join Angkor Kasekam Roongroeung. This position offers competitive salary and benefits in Agriculture.
JOB06822,Health Administrator,SOS International Clinic,Healthcare,Prey Veng,Internship,Entry Level,270,644,"Adobe Photoshop, Social Media, HTML/CSS, PHP, Project Management","Khmer, English",None,2025-12-01,True,We are seeking a talented Health Administrator to join SOS International Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06823,Warehouse Supervisor,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Siem Reap,Internship,Mid Level,489,2482,"Java, English, Customer Service",Khmer,Bachelor,2025-10-27,True,We are seeking a talented Warehouse Supervisor to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06824,Sales Associate,Sorya Shopping Centre,Retail,Siem Reap,Internship,Mid Level,996,2350,"Time Management, Driving License, PowerPoint",Khmer,None,2025-11-15,False,We are seeking a talented Sales Associate to join Sorya Shopping Centre. This position offers competitive salary and benefits in Retail.
JOB06825,Science Teacher,American Intercon School,Education,Prey Veng,Part-time,Mid Level,657,1918,"English, Java, French, Teamwork","Khmer, English, Chinese",Diploma,2025-08-27,True,We are seeking a talented Science Teacher to join American Intercon School. This position offers competitive salary and benefits in Education.
JOB06826,Loan Officer,Hattha Bank,Banking/Finance,Battambang,Full-time,Mid Level,529,1270,"Adobe Illustrator, SEO, Teamwork, HTML/CSS, PowerPoint, Excel","Khmer, English, Chinese",PhD,2025-11-26,True,We are seeking a talented Loan Officer to join Hattha Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB06827,Farm Manager,Soma Group,Agriculture,Battambang,Contract,Mid Level,947,1323,"Time Management, Social Media, Video Editing","Khmer, English",Bachelor,2025-10-12,True,We are seeking a talented Farm Manager to join Soma Group. This position offers competitive salary and benefits in Agriculture.
